#{"t_start": 1762899642.2320974, "env_id": "None"}
r,l,t
4145.478631,1001,13.187484
4087.759324,1001,23.844362
4177.729828,1001,36.625565
4088.967373,1001,47.272468
4086.413229,1001,59.888509
4194.464804,1001,70.534278
4262.322664,1001,83.39383
4136.52094,1001,94.022709
4133.67932,1001,106.638281
4185.535378,1001,117.348508
4173.221286,1001,130.007041
3927.84834,1001,140.780005
4192.346714,1001,153.687135
4192.229303,1001,164.401351
4220.211846,1001,177.07867
4348.558341,1001,187.87559
4148.261051,1001,200.713847
4251.981271,1001,211.467924
4296.078159,1001,224.197113
4295.977603,1001,234.999381
4283.066091,1001,247.656351
4214.890926,1001,258.609633
4316.628256,1001,271.319252
4280.438633,1001,282.196886
4296.327971,1001,295.086694
4325.429182,1001,305.930436
4374.925139,1001,318.953102
4230.352686,1001,329.790658
4334.333368,1001,342.61519
4365.085471,1001,353.439291
4223.258127,1001,366.396698
4354.755913,1001,377.296194
4324.739494,1001,390.155125
4364.460011,1001,401.02339
4411.24891,1001,413.942572
4457.307965,1001,424.815751
4352.636997,1001,437.656206
4386.401323,1001,448.559168
4466.150362,1001,461.386895
4462.700993,1001,472.367646
4403.871675,1001,485.222101
4413.555105,1001,496.229785
4348.622594,1001,509.063895
4417.026907,1001,520.061727
4452.283897,1001,530.959361
4457.09315,1001,543.836502
4546.640368,1001,554.783344
4567.175976,1001,567.751642
4434.439891,1001,578.720595
4466.418023,1001,591.521107
4505.090229,1001,602.45125
4441.466566,1001,615.181163
4325.246343,1001,626.17188
4460.954321,1001,639.10447
4535.010711,1001,650.073162
4529.579294,1001,662.991933
4503.966367,1001,673.940297
4474.732984,1001,686.865678
4534.086598,1001,697.73416
4512.868025,1001,710.5734
4476.955501,1001,721.469196
4498.19076,1001,734.411275
4516.272038,1001,745.378002
4558.143862,1001,758.340667
4500.464555,1001,769.246528
4459.286152,1001,782.143806
4525.724723,1001,793.019328
4593.334378,1001,805.932889
4564.395416,1001,816.834685
4539.336201,1001,829.694856
4597.802681,1001,840.610899
4551.286595,1001,853.474584
4556.087921,1001,864.521029
4532.347638,1001,877.367363
4514.294382,1001,888.258629
4597.349585,1001,901.33502
4617.572112,1001,912.399162
4652.416847,1001,924.708192
4595.60059,1001,934.666967
4559.927249,1001,946.313603
4616.017356,1001,956.141183
4584.498978,1001,967.747109
4631.240302,1001,977.617914
4583.015531,1001,989.243772
4684.777576,1001,999.1198
4646.639062,1001,1010.766465
4669.615508,1001,1020.580577
4684.693231,1001,1032.343822
4724.519764,1001,1042.147529
4600.318478,1001,1052.009773
4643.420066,1001,1063.512449
4586.394086,1001,1073.363037
4661.086685,1001,1085.012658
4672.104521,1001,1094.852245
4646.388628,1001,1106.54589
4640.644507,1001,1116.366917
4682.602734,1001,1128.019585
4717.097213,1001,1137.88743
4695.210298,1001,1149.502354
4687.769326,1001,1159.320254
4710.616437,1001,1170.937192
4701.640657,1001,1180.756815
4729.201288,1001,1192.450635
4747.338499,1001,1202.250759
4736.887764,1001,1213.825823
4708.777029,1001,1223.683946
4747.597018,1001,1235.38748
4708.668754,1001,1245.210557
4694.279696,1001,1256.866112
4773.266196,1001,1266.751647
4709.853732,1001,1278.464022
4800.274374,1001,1288.30978
4720.748094,1001,1299.965507
4760.326229,1001,1309.756031
4776.721542,1001,1321.334004
4713.507048,1001,1331.243036
4762.554886,1001,1342.927703
4741.802299,1001,1352.677758
4757.933334,1001,1364.311757
4765.24565,1001,1374.207718
4790.980856,1001,1385.825651
4796.098767,1001,1395.790671
4804.501298,1001,1407.51748
4687.656407,1001,1417.432186
4789.616025,1001,1429.047958
4832.027302,1001,1438.860904
4822.127768,1001,1450.48006
4804.892766,1001,1460.33277
4825.210389,1001,1472.0416
4839.243388,1001,1481.853685
4850.537044,1001,1493.493837
4837.687055,1001,1503.266712
4757.641325,1001,1514.893952
4835.417401,1001,1525.342479
4808.692801,1001,1535.531298
4794.764456,1001,1547.92743
4794.654214,1001,1558.166803
4818.846613,1001,1570.269487
4843.523937,1001,1580.553487
4838.373316,1001,1592.671163
4845.195217,1001,1602.891651
4859.483146,1001,1615.032885
4839.344469,1001,1625.270357
4671.922223,1001,1637.539413
4839.622235,1001,1647.793157
4887.134975,1001,1659.826912
4816.32569,1001,1670.068944
4864.36574,1001,1682.261963
4882.70303,1001,1692.533707
4815.81886,1001,1704.687939
4887.02656,1001,1714.895357
4778.086928,1001,1726.979325
4838.968646,1001,1737.230941
4833.936455,1001,1749.415846
4859.76518,1001,1759.782583
4824.803891,1001,1771.789814
4840.012023,1001,1782.001405
4871.374076,1001,1794.057145
4850.043818,1001,1804.255991
4879.045293,1001,1816.322274
4817.112185,1001,1826.554836
4823.650934,1001,1838.683531
4844.610345,1001,1848.923441
4879.31846,1001,1861.127228
4679.499498,1001,1871.421263
4845.677139,1001,1883.523805
4860.999663,1001,1893.729705
4880.728765,1001,1905.852755
4873.972005,1001,1916.135948
4867.492622,1001,1928.289477
4874.962762,1001,1938.653135
4890.854649,1001,1950.823199
4871.350846,1001,1961.049516
4877.151301,1001,1973.13791
4833.290376,1001,1983.374233
4892.676389,1001,1995.50983
4843.35255,1001,2005.817294
4843.054846,1001,2017.859261
4893.885374,1001,2028.12181
4887.575831,1001,2038.360877
4870.544912,1001,2050.426224
4858.368135,1001,2060.738038
4837.377471,1001,2072.877823
4909.488074,1001,2083.102803
4927.442459,1001,2095.147132
4938.950872,1001,2105.389759
4923.893811,1001,2117.403212
4939.26845,1001,2127.38302
4904.388525,1001,2139.183635
4944.903197,1001,2149.17749
4915.939108,1001,2161.014878
4821.894897,1001,2171.008092
4924.028676,1001,2182.883352
4918.76578,1001,2192.929855
4855.331346,1001,2204.815298
4926.35557,1001,2214.781147
4925.177543,1001,2226.615653
4903.262842,1001,2236.606033
4909.141013,1001,2248.4531
4913.725084,1001,2258.430179
4938.93262,1001,2270.18955
4931.438534,1001,2280.157302
4951.904778,1001,2291.959341
4917.12869,1001,2302.011312
4936.619514,1001,2313.809826
4927.438487,1001,2323.807579
4955.358079,1001,2335.663837
4953.752949,1001,2345.642492
4927.42428,1001,2357.584878
4946.379076,1001,2367.565004
4960.01862,1001,2379.308948
4943.370538,1001,2389.323796
4950.245294,1001,2401.15971
4903.9678,1001,2411.15921
4895.60488,1001,2423.028669
4941.590855,1001,2432.982544
4932.65479,1001,2444.729525
4951.918183,1001,2454.764176
4936.321486,1001,2466.608768
4915.272128,1001,2476.689661
4932.008244,1001,2488.587933
4888.973197,1001,2498.635921
4933.717564,1001,2508.656378
4945.252003,1001,2520.547426
4864.816852,1001,2530.566058
4957.070416,1001,2542.416325
4932.112848,1001,2552.493328
4929.214209,1001,2564.294323
4944.611742,1001,2574.30363
4937.484775,1001,2586.15514
4862.909251,1001,2596.186523
4902.996991,1001,2607.999615
4952.640259,1001,2618.053803
4943.803024,1001,2629.834536
4891.086059,1001,2639.802135
4953.505466,1001,2651.634032
4948.302845,1001,2661.724225
4940.038982,1001,2673.543055
4944.509671,1001,2683.595888
4959.343367,1001,2695.541571
4956.789833,1001,2705.535602
4978.804891,1001,2717.477379
4957.480328,1001,2727.576026
4966.177125,1001,2739.600018
4918.552558,1001,2749.674662
4964.88404,1001,2761.736151
4993.249089,1001,2771.82583
4955.239737,1001,2783.851106
4974.944726,1001,2793.91174
4974.067584,1001,2805.934
4976.309821,1001,2816.006471
4980.402604,1001,2828.006093
4975.240251,1001,2838.200221
4973.668751,1001,2850.069346
4982.184355,1001,2860.20453
4982.687296,1001,2872.051685
4971.035638,1001,2882.079348
4990.286028,1001,2894.103402
4976.659978,1001,2904.308187
4996.797414,1001,2916.245387
4967.271778,1001,2926.421337
4989.972129,1001,2938.358626
4955.764585,1001,2948.463718
5011.82372,1001,2960.46477
4998.171681,1001,2970.527628
4981.354376,1001,2982.506214
4994.425834,1001,2992.551578
4936.63259,1001,3002.66925
4997.618596,1001,3014.592132
4980.294649,1001,3024.707103
4998.998196,1001,3036.675503
4992.271535,1001,3046.770025
4990.749104,1001,3058.721136
5013.226058,1001,3068.849771
5013.093701,1001,3080.868759
5009.376941,1001,3091.071184
4994.171063,1001,3103.002223
4985.735397,1001,3113.093985
5018.947531,1001,3125.048906
4984.098794,1001,3135.194122
4992.008878,1001,3147.177366
4963.577255,1001,3157.313216
4991.136336,1001,3169.283969
5002.675892,1001,3179.429481
5004.763259,1001,3191.418712
4939.995819,1001,3201.592489
4989.252761,1001,3213.50224
5004.838223,1001,3223.542741
4988.106566,1001,3235.713789
4941.741351,1001,3245.80526
5024.957722,1001,3257.952601
4861.820964,1001,3268.139999
5012.276937,1001,3280.041805
5024.367559,1001,3290.179617
4992.000863,1001,3302.132241
4980.774384,1001,3312.206074
5025.195497,1001,3324.04906
5022.754948,1001,3333.981239
5012.667122,1001,3345.964213
5024.224402,1001,3355.960319
5021.388521,1001,3367.773972
4996.346027,1001,3377.773596
5037.705273,1001,3389.59553
5034.31891,1001,3399.587415
4998.267992,1001,3411.460363
5010.056856,1001,3421.426952
5008.673314,1001,3433.275154
5010.665838,1001,3443.270595
5018.426446,1001,3455.074675
5026.310884,1001,3465.054026
5039.536953,1001,3476.863144
5026.692174,1001,3486.817019
