#{"t_start": 1762899641.8623075, "env_id": "None"}
r,l,t
4109.156399,1001,12.189335
4189.762274,1001,22.84534
4173.696513,1001,35.625983
4185.918871,1001,46.260762
4117.910708,1001,58.853575
3893.507489,1001,69.523655
4156.856131,1001,82.385271
4261.9842,1001,93.023628
4234.891875,1001,105.63556
4195.157594,1001,116.353531
4195.005803,1001,129.004797
4153.444745,1001,139.770882
4216.090229,1001,152.635615
4270.153475,1001,163.384255
4294.473428,1001,176.06757
4245.874965,1001,186.856581
4207.115945,1001,199.694671
4222.490932,1001,210.472545
4287.462473,1001,223.197408
4295.671989,1001,233.994223
4316.005118,1001,246.663575
4228.389122,1001,257.609843
4345.105341,1001,270.291862
4315.118768,1001,281.171957
4347.047773,1001,294.017138
4316.825937,1001,304.86879
4248.565206,1001,317.943649
4278.250513,1001,328.787848
4281.374326,1001,341.613629
4387.549223,1001,352.430276
4353.689964,1001,365.368165
4332.428372,1001,376.241584
4400.807808,1001,389.132734
4321.702582,1001,399.998544
4405.174604,1001,412.902629
4405.952658,1001,423.783743
4345.424552,1001,436.59935
4348.905852,1001,447.507109
4471.239787,1001,460.364556
4441.532435,1001,471.350907
4420.311324,1001,484.164912
4517.765681,1001,495.151663
4424.159113,1001,508.010876
4416.630838,1001,519.052628
4421.595329,1001,529.892691
4439.053801,1001,542.812222
4445.941911,1001,553.747188
4461.963382,1001,566.705819
4437.044479,1001,577.713448
4457.14865,1001,590.514114
4525.070409,1001,601.44315
4498.108957,1001,614.166175
4518.170921,1001,625.164817
4441.510452,1001,638.098439
4440.29121,1001,649.033546
4531.330856,1001,661.929218
4509.001116,1001,672.927035
4514.345988,1001,685.838858
4477.188764,1001,696.717908
4520.232637,1001,709.560942
4420.201067,1001,720.419173
4548.226749,1001,733.405092
4496.058033,1001,744.364592
4512.794336,1001,757.342244
4494.221261,1001,768.189246
4472.910635,1001,781.135315
4498.122346,1001,792.00307
4599.007099,1001,804.922251
4526.66792,1001,815.808491
4536.62991,1001,828.680497
4539.221017,1001,839.600704
4589.81058,1001,852.455697
4509.236967,1001,863.473449
4591.023959,1001,876.361385
4591.681648,1001,887.259565
4618.903484,1001,900.256117
4577.402539,1001,911.337959
4593.70743,1001,923.755091
4536.900997,1001,933.708492
4614.091978,1001,945.346184
4555.667281,1001,955.173171
4607.886369,1001,966.789575
4616.88844,1001,976.635901
4632.794677,1001,988.248363
4595.718041,1001,998.148246
4553.611976,1001,1009.751934
4622.309341,1001,1019.625913
4727.148474,1001,1031.379925
4665.206431,1001,1041.193687
4667.689324,1001,1051.032855
4619.891673,1001,1062.562781
4672.863303,1001,1072.390166
4657.429057,1001,1084.055031
4626.82225,1001,1093.908678
4641.073642,1001,1105.591545
4600.103205,1001,1115.410132
4683.405643,1001,1127.067234
4678.364781,1001,1136.924942
4715.733324,1001,1148.565101
4674.788203,1001,1158.369236
4670.394262,1001,1169.987197
4741.499792,1001,1179.80381
4680.844556,1001,1191.486806
4728.570278,1001,1201.303228
4649.553569,1001,1212.875601
4743.994195,1001,1222.722089
4686.059422,1001,1234.421443
4691.415657,1001,1244.272803
4664.042793,1001,1255.900597
4690.436948,1001,1265.799615
4729.921607,1001,1277.516273
4798.414118,1001,1287.357621
4686.302154,1001,1299.011152
4747.346094,1001,1308.805624
4753.305395,1001,1320.383143
4744.200174,1001,1330.231438
4753.745972,1001,1341.970729
4727.941598,1001,1351.72789
4714.767299,1001,1363.353301
4813.938294,1001,1373.209696
4741.77387,1001,1384.869274
4714.560448,1001,1394.759486
4771.481506,1001,1406.570569
4753.991685,1001,1416.46666
4798.767198,1001,1428.10783
4602.903202,1001,1437.90956
4817.856915,1001,1449.453641
4822.019382,1001,1459.39331
4806.821751,1001,1470.994007
4784.028856,1001,1480.905153
4790.679197,1001,1492.541842
4818.000234,1001,1502.317874
4806.415618,1001,1513.945734
4808.124295,1001,1524.358941
4775.540955,1001,1534.555676
4765.51086,1001,1546.946333
4871.368423,1001,1557.166388
4797.12265,1001,1569.296036
4712.788229,1001,1579.574687
4805.956755,1001,1591.696091
4826.210027,1001,1601.923015
4838.568215,1001,1614.057589
4809.420248,1001,1624.278948
4813.039686,1001,1636.506738
4856.431032,1001,1646.810031
4802.905156,1001,1658.846865
4829.663237,1001,1669.092387
4857.737676,1001,1681.190044
4788.841497,1001,1691.553755
4823.826215,1001,1703.6913
4814.429223,1001,1713.909548
4825.205695,1001,1725.998483
4858.864696,1001,1736.249714
4912.359141,1001,1748.414412
4807.828092,1001,1758.804519
4878.776408,1001,1770.82179
4776.43731,1001,1781.01904
4850.195164,1001,1793.098977
4893.724521,1001,1803.294643
4888.863815,1001,1815.330147
4885.340617,1001,1825.580927
4866.722618,1001,1837.694941
4879.344127,1001,1847.927995
4844.334698,1001,1860.14618
4825.988281,1001,1870.376692
4821.884844,1001,1882.538606
4888.009866,1001,1892.747786
4871.383463,1001,1904.818609
4888.348276,1001,1915.139583
4885.425155,1001,1927.321927
4898.776846,1001,1937.648892
4861.079506,1001,1949.802664
4889.507697,1001,1960.075771
4911.376684,1001,1972.169736
4883.607491,1001,1982.400383
4870.867505,1001,1994.532825
4875.190431,1001,2004.848204
4876.311012,1001,2016.858588
4907.442741,1001,2027.106628
4859.734808,1001,2037.35847
4913.913139,1001,2049.456363
4921.53754,1001,2059.771351
4903.430033,1001,2071.897976
4902.263051,1001,2082.125081
4911.957624,1001,2094.160868
4922.560506,1001,2104.40784
4901.962551,1001,2116.426895
4900.481556,1001,2126.424183
4941.606313,1001,2138.171284
4917.961212,1001,2148.182096
4929.63067,1001,2160.002468
4963.218395,1001,2170.016436
4851.883845,1001,2181.888653
4915.579832,1001,2191.892697
4912.2798,1001,2203.835222
4941.124177,1001,2213.816396
4962.960031,1001,2225.656982
4938.314478,1001,2235.611279
4898.057169,1001,2247.489516
4891.352894,1001,2257.465664
4932.585015,1001,2269.236657
4893.283291,1001,2279.191754
4889.402815,1001,2290.975009
4923.294156,1001,2301.044259
4958.217128,1001,2312.845919
4838.716921,1001,2322.838676
4967.732797,1001,2334.680197
4934.467759,1001,2344.66632
4920.583546,1001,2356.554337
4961.390137,1001,2366.603497
4950.825079,1001,2378.346377
4903.163869,1001,2388.355392
4923.247373,1001,2400.203116
4927.422485,1001,2410.198988
4942.966183,1001,2422.056983
4904.259902,1001,2432.027812
4976.37801,1001,2443.768398
4920.981762,1001,2453.774499
4968.120951,1001,2465.647679
4941.632118,1001,2475.675276
4922.379723,1001,2487.625019
4949.556494,1001,2497.621205
4901.903055,1001,2507.687978
4954.088988,1001,2519.585662
4948.816582,1001,2529.5439
4890.890179,1001,2541.450347
4939.817623,1001,2551.482707
4970.748943,1001,2563.324472
4954.622231,1001,2573.332074
4945.889894,1001,2585.115819
4939.353511,1001,2595.174241
4956.278984,1001,2607.01842
4933.238861,1001,2617.036047
4937.07273,1001,2628.871515
4933.227685,1001,2638.842574
4932.817059,1001,2650.639763
4902.752476,1001,2660.681977
4958.068641,1001,2672.584991
4962.355409,1001,2682.597733
4960.106348,1001,2694.545837
4969.297983,1001,2704.546167
4937.772251,1001,2716.507963
4957.549041,1001,2726.60915
