#{"t_start": 1762899642.2558908, "env_id": "None"}
r,l,t
4088.990106,1001,13.278075
4169.789737,1001,23.933711
4067.495154,1001,36.716178
4132.949536,1001,47.361184
4118.596843,1001,59.980349
4186.024605,1001,70.62709
4154.564384,1001,83.483263
4134.886606,1001,94.113599
4208.747604,1001,106.728214
4111.59825,1001,117.437626
4155.222119,1001,130.097654
4148.453852,1001,140.870497
4361.011432,1001,153.77803
4309.350707,1001,164.505807
4276.717132,1001,177.172378
4132.840634,1001,187.965813
4228.345069,1001,200.804413
4273.405064,1001,211.56579
4238.981616,1001,224.287197
4381.017895,1001,235.089491
4289.56593,1001,247.749114
4247.197761,1001,258.699933
4289.662912,1001,271.409444
4329.896259,1001,282.287396
4311.87108,1001,295.178473
4262.710983,1001,306.028952
4263.714376,1001,319.04391
4314.621683,1001,329.879798
4301.885196,1001,342.709644
4351.468625,1001,353.529211
4412.498253,1001,366.488388
4419.663928,1001,377.387087
4426.224303,1001,390.247228
4323.443021,1001,401.118674
4310.813483,1001,414.033201
4413.377565,1001,424.907855
4368.175924,1001,437.751495
4385.143319,1001,448.65599
4399.037655,1001,461.482864
4461.424311,1001,472.462106
4389.348114,1001,485.31241
4323.611519,1001,496.322737
4453.115027,1001,509.154864
4424.772854,1001,520.152348
4395.2584,1001,531.057366
4461.244611,1001,543.930751
4509.342712,1001,554.874982
4418.400585,1001,567.84443
4500.602454,1001,578.811451
4497.771488,1001,591.611526
4513.591484,1001,602.542173
4493.925239,1001,615.285792
4490.628599,1001,626.262388
4543.217865,1001,639.194424
4550.10613,1001,650.164336
4495.388696,1001,663.083461
4427.784617,1001,674.031369
4495.041992,1001,686.956368
4448.402242,1001,697.823995
4640.472875,1001,710.66575
4637.910953,1001,721.563604
4486.634202,1001,734.501478
4580.444277,1001,745.467536
4501.270308,1001,758.430969
4525.274436,1001,769.338315
4574.039934,1001,782.236825
4552.802448,1001,793.109426
4520.274513,1001,806.023849
4526.483917,1001,816.925908
4489.137123,1001,829.785572
4481.764548,1001,840.70219
4550.218881,1001,853.564752
4576.076561,1001,864.612501
4560.623607,1001,877.457078
4565.742883,1001,888.349398
4607.350332,1001,901.429695
4590.608713,1001,912.493617
4586.862263,1001,924.795541
4644.666134,1001,934.753517
4558.030309,1001,946.399599
4571.236677,1001,956.22964
4600.007101,1001,967.832898
4624.925836,1001,977.705296
4675.455978,1001,989.33043
4658.239563,1001,999.206664
4609.177858,1001,1010.857153
4641.909046,1001,1020.667592
4650.014526,1001,1032.429866
4668.522014,1001,1042.232973
4621.244394,1001,1052.095899
4652.801898,1001,1063.599834
4622.560368,1001,1073.451617
4635.83315,1001,1085.099174
4551.562219,1001,1094.93797
4688.137106,1001,1106.632494
4664.490287,1001,1116.456318
4723.049258,1001,1128.107179
4669.303369,1001,1137.973289
4718.106577,1001,1149.587452
4606.80133,1001,1159.406244
4688.859259,1001,1171.022928
4680.768104,1001,1180.844079
4714.626903,1001,1192.544639
4714.728337,1001,1202.336723
4724.194712,1001,1213.912091
4720.516714,1001,1223.769324
4772.409736,1001,1235.474082
4695.013247,1001,1245.296358
4751.100753,1001,1256.953706
4762.760954,1001,1266.838268
4781.239523,1001,1278.550468
4718.8531,1001,1288.395683
4763.505451,1001,1300.051193
4772.152434,1001,1309.843903
4765.204399,1001,1321.419788
4801.809698,1001,1331.337976
4763.219004,1001,1343.012762
4740.336717,1001,1352.763741
4742.907873,1001,1364.398632
4778.194947,1001,1374.294247
4773.108956,1001,1385.911597
4800.670235,1001,1395.882102
4782.476325,1001,1407.603666
4785.344793,1001,1417.517608
4794.462085,1001,1429.13431
4810.382904,1001,1438.947726
4806.208384,1001,1450.574425
4798.532491,1001,1460.418143
4767.939498,1001,1472.131468
4802.964912,1001,1481.939983
4664.665094,1001,1493.579527
4814.967359,1001,1503.352901
4767.737592,1001,1514.98052
4805.848022,1001,1525.431898
4828.97943,1001,1535.620626
4865.150548,1001,1548.014541
4850.774052,1001,1558.25719
4811.528305,1001,1570.357367
4817.155549,1001,1580.641316
4831.65139,1001,1592.758897
4839.427562,1001,1602.978768
4868.208621,1001,1615.12125
4861.825691,1001,1625.359011
4797.49836,1001,1637.630954
4804.205107,1001,1647.881476
4816.319762,1001,1659.916684
4802.281322,1001,1670.156643
4794.091137,1001,1682.358555
4844.461314,1001,1692.623316
4840.082158,1001,1704.775438
4867.765979,1001,1714.984993
4849.204595,1001,1727.069207
4902.397876,1001,1737.318888
4880.878238,1001,1749.503489
4795.750164,1001,1759.870901
4817.77773,1001,1771.880018
4845.479628,1001,1782.090658
4841.389815,1001,1794.143424
4879.084995,1001,1804.343372
4810.029325,1001,1816.410604
4854.493756,1001,1826.643972
4858.338479,1001,1838.77156
4880.208808,1001,1849.013262
4873.542033,1001,1861.215206
4856.613615,1001,1871.515633
4851.559304,1001,1883.610987
4885.311921,1001,1893.817742
4833.791347,1001,1905.948385
4824.885197,1001,1916.231425
4853.789607,1001,1928.377989
4907.049818,1001,1938.744209
4886.425678,1001,1950.911236
4759.470167,1001,1961.137924
4881.538957,1001,1973.226156
4880.351224,1001,1983.463283
4873.908664,1001,1995.599268
4919.784198,1001,2005.90497
4891.834493,1001,2017.94708
4887.525087,1001,2028.210104
4868.549992,1001,2038.457226
4935.536793,1001,2050.513346
4913.169507,1001,2060.825189
4871.044723,1001,2072.968933
4887.717526,1001,2083.190502
4925.352362,1001,2095.237246
4906.096707,1001,2105.478023
4851.357925,1001,2117.490531
4934.263014,1001,2127.469872
4912.085032,1001,2139.270564
4914.394482,1001,2149.270319
4935.616046,1001,2161.103483
4802.065375,1001,2171.095103
4942.258163,1001,2182.970187
4935.386686,1001,2193.026396
4946.210867,1001,2204.902893
4872.354707,1001,2214.869707
4928.368059,1001,2226.702327
4913.734916,1001,2236.69363
4865.109784,1001,2248.542242
4920.283196,1001,2258.51843
4930.109596,1001,2270.276246
4914.244897,1001,2280.244328
4906.052198,1001,2292.046768
4927.447397,1001,2302.098426
4939.953384,1001,2313.89716
4880.467278,1001,2323.895423
4944.989709,1001,2335.752959
4922.414199,1001,2345.730489
4929.62465,1001,2357.672614
4945.281184,1001,2367.652703
4955.532801,1001,2379.39537
4955.235841,1001,2389.413172
4907.970189,1001,2401.247787
4932.467903,1001,2411.246186
4945.101814,1001,2423.116345
4943.150569,1001,2433.068623
4969.383671,1001,2444.815918
4915.277817,1001,2454.851719
4767.872567,1001,2466.696272
4956.529668,1001,2476.785204
4964.365387,1001,2488.675723
4931.743317,1001,2498.730416
4959.717684,1001,2508.745281
4934.984083,1001,2520.636536
4924.270108,1001,2530.661923
4938.143187,1001,2542.504152
4858.64806,1001,2552.582931
4942.438662,1001,2564.381212
4958.679048,1001,2574.392148
4946.986874,1001,2586.24257
4961.763107,1001,2596.273314
4932.958246,1001,2608.086797
4938.656858,1001,2618.142403
4932.752508,1001,2629.921484
4964.227361,1001,2639.88906
4942.525188,1001,2651.724744
4965.383798,1001,2661.82117
4911.239933,1001,2673.630008
4959.142689,1001,2683.692309
4894.04025,1001,2695.636787
4964.044425,1001,2705.62307
4967.83135,1001,2717.565987
4981.629808,1001,2727.666283
4973.317501,1001,2739.688534
4984.904579,1001,2749.762983
4974.729778,1001,2761.824444
