#{"t_start": 1762893371.8613183, "env_id": "None"}
r,l,t
-1053.226653,1001,10.891054
-1058.345685,1001,19.412467
-1049.10967,1001,29.458817
-1055.752722,1001,37.989779
-1059.350852,1001,48.716636
-1059.441571,1001,57.916431
-1054.43957,1001,68.258654
-1059.041866,1001,76.921084
-1034.035089,1001,87.232728
-1045.56567,1001,95.881938
-1044.653919,1001,106.100389
-1036.073523,1001,115.039193
-964.580102,1001,124.996052
-1031.564245,1001,133.873004
-1025.643968,1001,144.150453
-995.080906,1001,152.819474
-1019.764118,1001,163.046379
-1001.364649,1001,171.78191
-997.910861,1001,181.985885
-984.676057,1001,190.944944
-998.703656,1001,200.94854
-951.044929,1001,209.854036
-969.106857,1001,220.186166
-961.454545,1001,228.775356
-969.327738,1001,239.094753
-993.610432,1001,247.867949
-931.644882,1001,257.735162
-920.073931,1001,266.724621
-919.38076,1001,276.797318
-906.889547,1001,285.508598
-898.317905,1001,295.82321
-893.620351,1001,304.415931
-907.927504,1001,314.703969
-900.835381,1001,323.58725
-894.645062,1001,333.610405
-892.621428,1001,342.56722
-865.683394,1001,352.621862
-883.615481,1001,361.233268
-865.250022,1001,371.524348
-855.818877,1001,380.045808
-854.488632,1001,390.344412
-852.421791,1001,399.300447
-844.51149,1001,409.255069
-832.266988,1001,418.302284
-828.336431,1001,426.991719
-897.348594,1001,437.012337
-807.027511,1001,445.948258
-808.646241,1001,455.989639
-787.214487,1001,464.85669
-795.495168,1001,475.200043
-779.804181,1001,483.762806
-764.552975,1001,493.939762
-748.721869,1001,502.75578
-783.880601,1001,512.695133
-766.319161,1001,521.570399
-739.402541,1001,531.572906
-721.537816,1001,540.365069
-756.522984,1001,550.697042
-729.471071,1001,559.198208
-847.214104,1001,569.552906
-684.349186,1001,578.410747
-706.78477,1001,588.326684
-633.499291,1001,597.197197
-636.613878,1001,607.229357
-581.718834,1001,615.78163
-659.684278,1001,625.660665
-610.583898,1001,634.128218
-605.69365,1001,644.308065
-607.44322,1001,653.076964
-562.793637,1001,662.935616
-529.642008,1001,672.527384
-549.443671,1001,682.770633
-509.438954,1001,691.449558
-475.514281,1001,701.852554
-468.117074,1001,710.55552
-492.563255,1001,720.888991
-455.564398,1001,729.878937
-415.644525,1001,739.84558
-458.07605,1001,748.783731
-359.325141,1001,759.23704
-408.480938,1001,767.92398
-345.618789,1001,778.390866
-385.811685,1001,787.187087
-294.329118,1001,797.278981
-299.21973,1001,806.221134
-351.073338,1001,816.31086
-328.047202,1001,825.107919
-238.247507,1001,835.446478
-289.422346,1001,844.015577
-228.069155,1001,852.919042
-153.117656,1001,863.010412
-248.156369,1001,871.514274
-190.423876,1001,881.924709
-135.23837,1001,890.488198
-116.363751,1001,900.763166
-175.814523,1001,909.676161
