#{"t_start": 1762893371.630928, "env_id": "None"}
r,l,t
-1062.389563,1001,9.831007
-1066.005952,1001,18.349266
-1058.616007,1001,28.396682
-1064.272584,1001,36.931024
-1053.250727,1001,47.644028
-1049.935057,1001,56.854231
-1049.131072,1001,67.142002
-1049.227363,1001,75.856636
-1044.278937,1001,86.168922
-1041.502723,1001,94.77558
-1036.245886,1001,105.030404
-1028.443514,1001,113.967769
-1020.463204,1001,123.923865
-1020.28658,1001,132.812443
-1020.913048,1001,143.067558
-1027.14004,1001,151.687601
-1025.848565,1001,161.977766
-996.641202,1001,170.60893
-1008.359064,1001,180.905943
-989.877618,1001,189.864527
-1000.068927,1001,199.818785
-975.302952,1001,208.783847
-1003.0209,1001,219.115546
-961.19869,1001,227.701822
-975.041584,1001,238.024544
-932.059226,1001,246.755983
-935.815548,1001,256.663592
-926.40683,1001,265.652336
-922.905197,1001,275.665388
-913.442565,1001,284.436102
-914.196015,1001,294.748474
-919.247101,1001,303.34104
-891.029673,1001,313.606337
-883.285778,1001,322.46521
-883.544068,1001,332.533604
-879.81447,1001,341.493604
-868.737899,1001,351.510595
-868.446643,1001,360.156654
-853.681303,1001,370.452442
-855.971301,1001,378.971396
-838.235994,1001,389.256535
-846.487198,1001,398.157595
-836.592904,1001,408.185036
-828.839804,1001,417.165125
-821.134338,1001,425.867402
-822.609982,1001,435.940447
-807.456276,1001,444.879394
-801.016462,1001,454.840924
-794.451753,1001,463.757199
-792.207342,1001,474.074675
-785.991539,1001,482.681993
-788.974836,1001,492.871551
-759.288938,1001,501.571972
-785.673366,1001,511.626621
-754.430065,1001,520.496884
-746.012555,1001,530.45986
-758.098824,1001,539.272706
-719.055402,1001,549.590795
-693.454021,1001,558.129885
-726.282899,1001,568.482041
-669.950205,1001,577.269711
-731.449214,1001,587.222332
-685.174607,1001,596.117837
-712.341133,1001,606.094
-600.919188,1001,614.710749
-625.800998,1001,624.554158
-620.557467,1001,633.059841
-544.525896,1001,643.233563
-579.147374,1001,651.93695
-580.820205,1001,661.864216
-494.529204,1001,671.429967
-507.530078,1001,681.645034
-510.754876,1001,690.348745
-426.582629,1001,700.756824
