#{"t_start": 1762893371.7275357, "env_id": "None"}
r,l,t
-1056.333488,1001,10.251474
-1057.078492,1001,18.769687
-1067.0171,1001,28.817632
-1053.570024,1001,37.351146
-1051.378462,1001,48.069427
-1048.80128,1001,57.274231
-1043.076944,1001,67.595254
-1055.294812,1001,76.279072
-1041.181598,1001,86.591774
-1037.851766,1001,95.209536
-1045.76331,1001,105.451937
-1030.718992,1001,114.393297
-1030.237125,1001,124.348072
-1040.748612,1001,133.23214
-1013.950967,1001,143.504795
-963.228588,1001,152.122832
-1015.097249,1001,162.40146
-1022.295048,1001,171.064831
-1015.127388,1001,181.340342
-1007.302984,1001,190.30125
-1022.827774,1001,200.247725
-978.686559,1001,209.207023
-945.186033,1001,219.539415
-971.399765,1001,228.123561
-1001.458952,1001,238.449939
-928.828085,1001,247.194493
-927.834361,1001,257.091522
-929.04039,1001,266.078583
-934.566479,1001,276.115915
-916.545301,1001,284.859228
-907.824295,1001,295.175251
-891.399871,1001,303.767788
-903.678538,1001,314.033673
-890.267549,1001,322.927866
-874.229119,1001,332.961049
-873.060026,1001,341.914675
-900.228774,1001,351.950355
-864.030122,1001,360.580452
-863.024586,1001,370.875588
-850.431965,1001,379.396169
-862.577017,1001,389.681711
-840.278841,1001,398.603278
-835.139094,1001,408.6097
-820.550368,1001,417.606492
-825.22212,1001,426.317903
-816.391456,1001,436.366544
-819.343064,1001,445.304333
-793.643425,1001,455.298279
-797.904811,1001,464.21217
-774.6522,1001,474.527629
-761.355414,1001,483.115278
-785.96289,1001,493.296726
-776.3727,1001,502.045151
-775.214183,1001,512.051364
-763.339851,1001,520.920334
-704.770804,1001,530.900993
-745.37138,1001,539.699735
-712.316241,1001,550.040765
-712.695488,1001,558.549146
-718.963089,1001,568.903876
-711.414989,1001,577.735334
-663.85467,1001,587.660133
-652.608247,1001,596.546351
-694.041854,1001,606.533075
-644.609648,1001,615.134662
-640.839021,1001,624.97877
-598.59126,1001,633.482147
-558.796444,1001,643.659904
-595.633592,1001,652.382649
-599.279281,1001,662.290354
-512.80284,1001,671.867464
-547.922385,1001,682.090135
-499.811409,1001,690.776443
-516.837573,1001,701.190608
-459.930957,1001,709.875909
-463.815034,1001,720.228604
-463.528805,1001,729.220827
-464.467607,1001,739.190453
-468.952629,1001,748.126879
-463.739304,1001,758.536665
-362.106956,1001,767.216247
-356.903759,1001,777.727193
-442.781376,1001,786.482675
-333.366208,1001,796.620604
-294.251831,1001,805.56661
-357.864777,1001,815.610338
-321.464115,1001,824.454328
-295.666906,1001,834.776426
-256.642758,1001,843.359758
-182.245294,1001,852.258744
-175.894735,1001,862.328722
-181.152954,1001,870.859142
-180.152609,1001,881.21463
-178.843873,1001,889.811142
-169.189968,1001,900.088256
-131.362152,1001,909.016729
-165.357649,1001,918.905331
-105.193655,1001,927.882118
-80.23103,1001,938.153789
-118.539005,1001,946.743893
-15.582122,1001,956.900753
-83.340034,1001,965.396169
-23.38493,1001,975.564426
-35.369469,1001,984.467559
-91.181856,1001,994.377016
14.67535,1001,1003.174729
12.720671,1001,1013.111757
20.461156,1001,1021.598424
99.514856,1001,1031.7763
80.220506,1001,1040.216335
70.159153,1001,1050.399471
58.801349,1001,1058.903391
89.823812,1001,1068.852776
118.188435,1001,1077.647615
143.125506,1001,1087.760665
155.179754,1001,1096.201119
144.537294,1001,1106.028219
152.286686,1001,1114.373713
133.560921,1001,1124.506176
151.60235,1001,1133.341646
199.300304,1001,1143.190488
215.039263,1001,1151.960666
97.170592,1001,1161.973116
168.13935,1001,1170.42092
249.91177,1001,1180.615678
234.976044,1001,1189.047453
238.495248,1001,1199.163191
248.292326,1001,1207.863363
245.562569,1001,1217.642174
269.566922,1001,1226.332355
272.601556,1001,1236.072939
265.073503,1001,1244.534566
288.516341,1001,1254.783718
287.079643,1001,1263.170343
269.461575,1001,1271.946898
244.155529,1001,1282.003055
293.055659,1001,1290.408106
224.703321,1001,1300.642434
315.608401,1001,1309.101809
309.640983,1001,1319.2042
283.919212,1001,1327.981598
324.315373,1001,1337.807369
317.803755,1001,1346.611592
338.111801,1001,1356.539009
310.82811,1001,1364.968954
272.422264,1001,1374.871527
306.457749,1001,1383.217846
243.569094,1001,1393.378478
353.174276,1001,1401.797541
309.142257,1001,1411.70208
302.085229,1001,1420.38891
350.612182,1001,1430.242197
275.019369,1001,1438.831727
2.011587,1001,1449.020426
374.931231,1001,1457.401158
325.284914,1001,1467.468665
375.284843,1001,1475.930153
359.349504,1001,1485.982712
238.108604,1001,1494.712383
234.727166,1001,1504.596837
387.451724,1001,1513.24667
368.145826,1001,1523.455625
402.811805,1001,1531.833961
395.777454,1001,1541.881485
402.979788,1001,1550.282313
416.791012,1001,1560.054892
407.482377,1001,1568.845003
378.205789,1001,1578.548439
237.233647,1001,1587.311793
394.283979,1001,1597.231574
413.38619,1001,1605.616812
432.459406,1001,1615.798803
417.094945,1001,1624.135089
424.962736,1001,1634.229374
428.514726,1001,1642.901739
267.334832,1001,1652.728587
416.589685,1001,1661.451005
402.648724,1001,1671.199847
439.76127,1001,1679.536632
390.307411,1001,1688.191726
348.161131,1001,1697.938075
461.708654,1001,1706.588265
445.212642,1001,1716.327043
442.067632,1001,1724.82831
434.737141,1001,1735.027233
460.815108,1001,1743.446129
475.007182,1001,1753.576839
458.629143,1001,1762.178556
469.6966,1001,1771.94446
471.682164,1001,1780.688591
475.769945,1001,1790.501391
475.473574,1001,1798.841744
465.980925,1001,1808.964169
457.533556,1001,1817.257056
302.501531,1001,1827.403608
481.822738,1001,1835.874227
484.751969,1001,1845.680247
306.396853,1001,1854.369481
467.666404,1001,1864.157996
451.998926,1001,1872.910036
473.697388,1001,1883.052237
340.544028,1001,1891.458993
335.820823,1001,1901.490131
338.699997,1001,1909.915989
491.993052,1001,1919.905344
336.433269,1001,1928.632197
493.12991,1001,1938.428797
487.783626,1001,1947.077551
352.267853,1001,1957.057785
493.951337,1001,1965.409984
492.998397,1001,1975.309232
358.179283,1001,1983.73683
358.997166,1001,1993.837038
498.43964,1001,2002.426337
508.658121,1001,2012.32091
498.438437,1001,2021.088262
502.161079,1001,2030.938073
511.164815,1001,2039.452213
375.785409,1001,2049.530467
366.32642,1001,2057.84768
369.803882,1001,2067.939435
511.604712,1001,2076.253211
520.399835,1001,2084.562989
504.845811,1001,2094.710811
523.788844,1001,2103.040304
383.999493,1001,2113.163638
380.942263,1001,2121.601261
373.133759,1001,2131.517688
511.115147,1001,2140.255749
519.483968,1001,2150.011038
509.19313,1001,2158.563118
516.820656,1001,2168.605191
522.375744,1001,2176.884302
512.965706,1001,2186.875862
385.712902,1001,2195.19311
398.091725,1001,2205.154334
531.562262,1001,2213.929876
522.347964,1001,2223.648609
521.253212,1001,2232.335962
396.374228,1001,2242.344323
518.887058,1001,2250.830599
533.506238,1001,2260.972586
525.266787,1001,2269.314104
455.539608,1001,2279.413739
408.722552,1001,2288.057158
526.66358,1001,2297.791302
506.892441,1001,2306.491035
526.346399,1001,2316.201326
504.057495,1001,2324.690264
374.851814,1001,2334.807281
528.025265,1001,2343.174395
394.225087,1001,2353.293962
502.904111,1001,2361.843299
412.365564,1001,2371.688182
525.812148,1001,2380.048631
524.702407,1001,2389.730649
541.21573,1001,2398.390799
407.516081,1001,2408.5259
543.206724,1001,2416.909077
549.775514,1001,2426.963265
538.491367,1001,2435.325694
514.908992,1001,2445.258766
543.902345,1001,2454.071612
557.239324,1001,2463.87811
539.123705,1001,2472.543588
537.605819,1001,2482.507414
551.932967,1001,2490.780911
550.247115,1001,2499.390639
531.576542,1001,2509.041024
548.806355,1001,2517.634014
553.181967,1001,2527.408865
563.859623,1001,2535.697083
554.045563,1001,2545.331403
548.474517,1001,2553.600228
559.918121,1001,2563.689112
565.819795,1001,2572.106378
555.932866,1001,2581.831298
557.998792,1001,2590.501004
553.348585,1001,2600.191843
564.240909,1001,2608.685647
570.516668,1001,2618.645749
564.020301,1001,2626.944643
576.387916,1001,2636.961045
570.238539,1001,2645.226627
559.883834,1001,2655.07564
581.43551,1001,2663.683383
197.679422,1001,2673.31907
576.211879,1001,2681.868543
581.213598,1001,2691.751609
563.232239,1001,2700.157866
571.590679,1001,2709.773729
576.367822,1001,2718.033947
559.237833,1001,2727.98903
584.09699,1001,2736.305855
570.526779,1001,2746.164584
581.928595,1001,2754.775739
586.729916,1001,2764.419545
593.28225,1001,2772.921159
593.286608,1001,2782.7961
585.223407,1001,2791.028916
585.837578,1001,2801.020776
589.040389,1001,2809.238156
587.838525,1001,2819.249875
591.370788,1001,2827.792464
594.994595,1001,2837.422675
601.621128,1001,2846.035455
604.559781,1001,2855.649904
609.515896,1001,2864.153262
595.345652,1001,2873.784938
608.817721,1001,2882.017324
605.627287,1001,2891.894604
605.552429,1001,2900.157052
562.173672,1001,2908.67266
611.188166,1001,2918.281064
595.749805,1001,2926.528462
604.415859,1001,2936.658163
593.21082,1001,2944.907946
606.191658,1001,2954.845707
622.226739,1001,2963.43687
608.022391,1001,2973.156158
617.631443,1001,2981.465657
600.631403,1001,2991.157987
620.537184,1001,2999.443531
613.102898,1001,3009.421633
613.609511,1001,3017.720355
609.03174,1001,3027.776174
618.679947,1001,3036.519618
618.974294,1001,3047.495224
