#{"t_start": 1762893371.8156643, "env_id": "None"}
r,l,t
-1064.922099,1001,10.679392
-1047.146393,1001,19.200027
-1043.966843,1001,29.245772
-1044.126144,1001,37.776922
-1052.846041,1001,48.500889
-1049.040221,1001,57.704423
-1050.913039,1001,68.040366
-1035.003889,1001,76.706929
-1040.61198,1001,87.020046
-1046.30711,1001,95.65944
-1056.938035,1001,105.881422
-1042.627606,1001,114.825
-1032.275449,1001,124.781245
-1016.963768,1001,133.660225
-1006.072046,1001,143.934773
-1029.197094,1001,152.585856
-1017.42947,1001,162.832844
-1015.442728,1001,171.549441
-956.655794,1001,181.772301
-1014.822442,1001,190.731334
-1002.447342,1001,200.713845
-976.280778,1001,209.639173
-955.79945,1001,219.971036
-942.781758,1001,228.558792
-934.61176,1001,238.879978
-929.363731,1001,247.645226
-949.879501,1001,257.522512
-923.333827,1001,266.510045
-918.602583,1001,276.571096
-905.369907,1001,285.293899
-912.106797,1001,295.60997
-909.198538,1001,304.201358
-897.21436,1001,314.487627
-887.702576,1001,323.370572
-884.983436,1001,333.39612
-866.392152,1001,342.352128
-857.755188,1001,352.399525
-856.262746,1001,361.016023
-848.538252,1001,371.309947
-850.547467,1001,379.827466
-853.734683,1001,390.129973
-834.969374,1001,399.066282
-835.227778,1001,409.041228
-822.183022,1001,418.076039
-820.737836,1001,426.766332
-804.121997,1001,436.798033
-825.008529,1001,445.733287
-804.281181,1001,455.758125
-811.03156,1001,464.641829
-798.556683,1001,474.983934
-793.337763,1001,483.548912
-776.860145,1001,493.726264
-784.671102,1001,502.522966
-766.699102,1001,512.482604
-750.78572,1001,521.35377
-753.749698,1001,531.350172
-729.552348,1001,540.151313
-676.895105,1001,550.482375
-713.130477,1001,558.977539
-691.739919,1001,569.336878
-696.307559,1001,578.187084
-638.557747,1001,588.113252
-657.693834,1001,596.979426
-666.106526,1001,606.994416
-712.675836,1001,615.56624
-596.517947,1001,625.442079
-622.900255,1001,633.912289
-616.495941,1001,644.093122
-536.760051,1001,652.832704
-609.166673,1001,662.72161
-544.128782,1001,672.311774
-526.89088,1001,682.546486
-533.70567,1001,691.226308
-766.187775,1001,701.632822
-470.601909,1001,710.328005
-477.225346,1001,720.66875
-396.339775,1001,729.660975
-756.75349,1001,739.62947
-382.784762,1001,748.566201
-375.294074,1001,759.011006
-346.712332,1001,767.686827
-367.062408,1001,778.169497
-410.492424,1001,786.943314
-328.341843,1001,797.062582
-258.426177,1001,806.004578
-327.924826,1001,816.081081
-233.750861,1001,824.889731
-263.009984,1001,835.223333
-242.643458,1001,843.799045
-232.817242,1001,852.698239
-162.560634,1001,862.783353
-205.657683,1001,871.297122
-178.992722,1001,881.694292
-158.662337,1001,890.259463
-159.140869,1001,900.543163
-127.894967,1001,909.458709
-110.556671,1001,919.346729
-57.781362,1001,928.342777
-79.044658,1001,938.626619
-93.98949,1001,947.185182
-26.520324,1001,957.346721
-88.089246,1001,965.865516
29.282147,1001,976.045665
-80.223595,1001,984.929322
3.749077,1001,994.815867
44.624831,1001,1003.647922
83.971808,1001,1013.60147
76.973312,1001,1022.039637
9.822736,1001,1032.214046
67.135438,1001,1040.688261
46.066931,1001,1050.838092
128.072575,1001,1059.346582
133.219256,1001,1069.324386
88.893729,1001,1078.104606
122.270643,1001,1088.217048
105.602176,1001,1096.668321
105.565994,1001,1106.477979
178.943824,1001,1114.814311
186.402569,1001,1124.946876
145.147325,1001,1133.788091
138.24606,1001,1143.634057
198.126424,1001,1152.399577
182.092133,1001,1162.431365
181.744111,1001,1170.860352
179.892547,1001,1181.05946
221.556492,1001,1189.495972
153.329262,1001,1199.636749
218.565707,1001,1208.31506
234.713799,1001,1218.082412
215.879987,1001,1226.768892
261.017294,1001,1236.524333
233.362262,1001,1244.9737
248.514202,1001,1255.234489
289.115777,1001,1263.609043
277.939994,1001,1272.38704
279.701876,1001,1282.457114
276.542365,1001,1290.862177
244.489885,1001,1301.082464
304.027949,1001,1309.545285
298.866948,1001,1319.679829
58.876446,1001,1328.427295
254.051504,1001,1338.288385
278.721754,1001,1347.050634
279.797388,1001,1357.001198
270.123206,1001,1365.408861
326.977181,1001,1375.316182
312.207931,1001,1383.660454
257.409845,1001,1393.830902
260.270895,1001,1402.259656
262.421164,1001,1412.14595
305.782825,1001,1420.865525
328.812815,1001,1430.705819
347.326948,1001,1439.27551
321.878883,1001,1449.462954
380.963015,1001,1457.844433
331.55498,1001,1467.910217
359.283495,1001,1476.413144
380.171679,1001,1486.450758
366.007939,1001,1495.182865
382.699414,1001,1505.036433
369.568666,1001,1513.684525
402.763317,1001,1523.898184
372.447929,1001,1532.279085
245.440496,1001,1542.330976
401.901553,1001,1550.727646
415.298297,1001,1560.498702
374.444,1001,1569.289042
387.620187,1001,1578.991546
412.819318,1001,1587.758
394.488359,1001,1597.703173
400.796075,1001,1606.057919
402.480967,1001,1616.239007
428.861092,1001,1624.582674
407.670379,1001,1634.677929
445.250633,1001,1643.349534
412.210183,1001,1653.170506
427.136646,1001,1661.898197
405.418336,1001,1671.634591
431.875519,1001,1679.997427
436.868862,1001,1688.63226
457.972245,1001,1698.392052
437.489288,1001,1707.021502
280.620975,1001,1716.784335
440.609556,1001,1725.268779
448.146363,1001,1735.491217
444.142221,1001,1743.88648
462.723976,1001,1754.021085
457.079984,1001,1762.640423
453.314735,1001,1772.388169
467.250399,1001,1781.13672
