#{"t_start": 1762886749.6268258, "env_id": "None"}
r,l,t
-1059.410665,1001,10.036472
-1049.146421,1001,20.765133
-1058.577725,1001,32.239116
-1065.081783,1001,43.816335
-1056.028588,1001,55.69781
-1040.403305,1001,67.460284
-1049.344265,1001,79.222465
-1045.698435,1001,91.83439
-1047.82306,1001,104.326027
-1034.539332,1001,116.738966
-1022.599139,1001,129.173514
-982.315678,1001,141.568891
-985.746991,1001,153.927233
-963.125094,1001,166.239428
-960.424661,1001,177.638292
-918.161154,1001,188.054267
-965.245442,1001,200.100964
-919.966367,1001,212.62862
-900.633864,1001,223.612599
-891.717712,1001,234.280496
-904.991321,1001,244.834738
-906.647732,1001,255.335051
-872.346009,1001,265.876954
-829.217529,1001,276.425526
-864.363816,1001,286.847295
-839.621928,1001,297.389801
-813.718352,1001,307.875992
-799.280076,1001,318.366326
-793.444083,1001,328.810197
-752.349574,1001,339.231154
-718.968095,1001,349.696724
-715.922249,1001,360.127411
-732.882209,1001,370.242628
-733.36707,1001,379.974008
-672.499412,1001,389.720779
-685.862458,1001,399.401604
-655.204525,1001,409.112724
-636.229142,1001,418.827477
-688.190501,1001,428.594277
-592.109664,1001,438.306749
-570.014883,1001,447.997238
-566.452352,1001,457.766141
-519.827916,1001,467.526046
-521.376216,1001,477.281349
-520.500395,1001,485.682637
-493.908845,1001,495.307902
-466.375964,1001,504.94639
-436.205689,1001,514.618373
-423.30343,1001,524.238834
-434.327762,1001,533.819073
-389.083041,1001,543.44547
-419.190668,1001,553.044791
-436.824887,1001,562.716073
-315.81337,1001,572.331501
-329.021675,1001,581.940391
-356.424494,1001,591.508687
-360.931276,1001,601.068918
-341.661411,1001,610.649478
-258.62891,1001,620.139895
-270.996467,1001,629.777916
-270.754402,1001,639.318711
-181.863506,1001,648.857687
-136.603229,1001,658.371358
-169.138155,1001,667.873995
-23.866647,1001,677.442121
-320.755539,1001,686.945993
-141.132494,1001,696.460527
-18.081124,1001,705.918335
5.962428,1001,715.366983
-28.967448,1001,724.856711
-7.30608,1001,734.356759
-18.645961,1001,743.859925
-294.978832,1001,753.370862
-220.870935,1001,762.91679
87.451955,1001,772.364995
122.52638,1001,781.820953
111.156514,1001,791.243149
111.025954,1001,800.619555
163.728163,1001,810.019298
221.371745,1001,819.372031
220.297737,1001,828.808935
178.095513,1001,838.221535
200.612257,1001,847.600933
255.332463,1001,857.017625
212.801634,1001,866.401404
250.141892,1001,875.756324
267.236537,1001,885.222296
275.106987,1001,894.546179
238.353253,1001,903.946098
240.99952,1001,912.038482
286.464336,1001,921.393934
274.089442,1001,931.477175
303.693184,1001,941.144972
281.312306,1001,950.804885
321.931539,1001,960.463906
308.90872,1001,970.129696
320.921544,1001,979.818935
289.327647,1001,989.479547
123.886656,1001,999.127256
312.168502,1001,1008.810147
297.594934,1001,1018.419186
320.522135,1001,1028.07612
317.206634,1001,1037.735889
341.182581,1001,1047.393928
370.76963,1001,1057.011379
360.821224,1001,1066.594048
378.31216,1001,1076.260606
387.133883,1001,1085.830788
371.485196,1001,1095.510298
360.71647,1001,1105.172586
371.587019,1001,1114.774189
382.023081,1001,1124.375226
373.928332,1001,1134.034041
380.246334,1001,1143.662874
389.215846,1001,1153.328561
391.81283,1001,1162.942449
404.256021,1001,1172.500251
403.333358,1001,1182.063905
406.057736,1001,1191.665878
418.007364,1001,1201.317833
429.209673,1001,1210.977159
433.668136,1001,1220.651755
399.960158,1001,1230.346944
401.030634,1001,1240.006434
423.308863,1001,1249.597867
428.985032,1001,1259.330746
437.004429,1001,1268.952389
398.973931,1001,1278.525454
444.468193,1001,1288.099852
424.382542,1001,1297.711429
458.834578,1001,1307.374037
431.095415,1001,1316.978975
452.123965,1001,1326.651239
455.565933,1001,1334.927072
450.092957,1001,1344.520672
448.395695,1001,1354.166342
452.13387,1001,1363.798622
468.900891,1001,1373.354255
463.898568,1001,1382.964766
466.727891,1001,1392.640989
461.746948,1001,1402.3286
28.124734,1001,1411.976227
463.36663,1001,1421.573377
474.110322,1001,1431.13834
472.788856,1001,1440.791149
61.266104,1001,1450.445367
467.000807,1001,1460.14967
478.286995,1001,1469.811696
497.16934,1001,1479.444587
484.962653,1001,1489.091328
499.045675,1001,1498.757887
500.051842,1001,1508.49926
504.988561,1001,1518.078965
500.392833,1001,1527.569815
501.494427,1001,1537.096665
495.813149,1001,1546.632313
518.400892,1001,1556.103204
524.793729,1001,1565.559395
520.452373,1001,1575.092136
523.937638,1001,1584.541686
524.815514,1001,1593.957839
524.52293,1001,1603.400266
543.617631,1001,1612.963836
540.742501,1001,1622.45796
159.083307,1001,1632.002225
546.980823,1001,1641.483947
