#{"t_start": 1762886749.837833, "env_id": "None"}
r,l,t
-1062.84666,1001,10.591475
-1063.661364,1001,21.421098
-1054.428186,1001,32.868975
-1063.370639,1001,44.558698
-1059.363405,1001,56.332
-1046.215592,1001,68.075773
-1023.004642,1001,79.839895
-1006.831727,1001,92.652587
-1034.716555,1001,105.01679
-1030.228777,1001,117.413392
-1019.887511,1001,129.860481
-1023.072051,1001,142.271812
-1003.100027,1001,154.598905
-963.81825,1001,166.910507
-973.339413,1001,178.259302
-912.246252,1001,188.663208
-921.471824,1001,200.76115
-926.825341,1001,213.222693
-933.300496,1001,224.201372
-916.729425,1001,234.915268
-904.582478,1001,245.41725
-875.94293,1001,255.920906
-892.486345,1001,266.503289
-885.463615,1001,277.008926
-843.501596,1001,287.423668
-853.330115,1001,297.968759
-817.174749,1001,308.466803
-792.101069,1001,318.940663
-818.373134,1001,329.402757
-763.535295,1001,339.811072
-757.870789,1001,350.277361
-747.211407,1001,360.707026
-779.310732,1001,370.793061
-708.64052,1001,380.525882
-764.806556,1001,390.27194
-691.886196,1001,399.94777
-757.940599,1001,409.661462
-666.565106,1001,419.37986
-656.136651,1001,429.149003
-568.691143,1001,438.85992
-665.303711,1001,448.595402
-563.193197,1001,458.316238
-578.513265,1001,468.079944
-538.102036,1001,477.83387
-484.450836,1001,486.238621
-475.535061,1001,495.857097
-475.92234,1001,505.496138
-450.784292,1001,515.166524
-472.451245,1001,524.798314
-414.604663,1001,534.372251
-407.493782,1001,543.999394
-373.609987,1001,553.604801
-359.530459,1001,563.267205
-399.810373,1001,572.879181
-332.024721,1001,582.492252
-276.852848,1001,592.056585
-334.724172,1001,601.619044
-305.71489,1001,611.201871
-307.872107,1001,620.688394
-254.273829,1001,630.33119
-138.404881,1001,639.87022
-159.118017,1001,649.411053
-162.148387,1001,658.917608
-152.111409,1001,668.456638
-18.81414,1001,677.996041
-69.636448,1001,687.496591
-166.915386,1001,697.009619
-2.507126,1001,706.466549
37.068456,1001,715.924117
62.422349,1001,725.40475
-2.324173,1001,734.913025
80.303565,1001,744.409913
-105.343804,1001,753.92753
-270.2094,1001,763.474686
74.588521,1001,772.949722
52.103546,1001,782.372283
128.819335,1001,791.793777
147.878746,1001,801.168631
208.557202,1001,810.569021
206.211967,1001,819.956604
166.166189,1001,829.36202
214.048365,1001,838.774297
225.300263,1001,848.157392
281.964237,1001,857.575642
249.395755,1001,866.957727
263.53957,1001,876.316153
242.979959,1001,885.773855
231.549596,1001,895.103371
200.504757,1001,904.496939
273.001334,1001,912.591888
301.32307,1001,921.949131
241.137034,1001,932.043147
297.744344,1001,941.71661
286.209245,1001,951.376294
281.671653,1001,961.030552
321.553412,1001,970.700273
249.208701,1001,980.39303
301.727199,1001,990.04082
304.066237,1001,999.693877
306.836382,1001,1009.374819
344.759628,1001,1018.984012
347.951424,1001,1028.64849
336.022355,1001,1038.317743
329.811323,1001,1047.968996
374.682446,1001,1057.578317
353.172316,1001,1067.16032
357.926402,1001,1076.833287
377.358707,1001,1086.401151
366.40429,1001,1096.089728
393.379711,1001,1105.743076
372.698436,1001,1115.33367
351.242106,1001,1124.952764
400.51836,1001,1134.608596
397.353845,1001,1144.25083
390.85654,1001,1153.936884
401.33857,1001,1163.515554
409.686008,1001,1173.063565
405.889625,1001,1182.628805
426.883335,1001,1192.237341
425.556254,1001,1201.887055
407.034251,1001,1211.553543
443.634773,1001,1221.22155
33.588579,1001,1230.956689
435.336978,1001,1240.579362
421.290919,1001,1250.213418
409.465753,1001,1259.900885
416.835082,1001,1269.517426
424.4239,1001,1279.088764
412.434081,1001,1288.666909
434.957851,1001,1298.301685
430.189729,1001,1307.946604
434.119054,1001,1317.573278
447.950203,1001,1327.223418
430.657083,1001,1335.491313
470.129201,1001,1345.091283
458.770014,1001,1354.730572
449.619442,1001,1364.362927
429.652289,1001,1373.916099
462.134029,1001,1383.52736
453.802011,1001,1393.212971
470.775423,1001,1402.896496
463.65648,1001,1412.56133
476.536468,1001,1422.133759
471.063662,1001,1431.699369
485.703892,1001,1441.358161
480.254343,1001,1451.031135
493.996219,1001,1460.71738
486.665104,1001,1470.380598
466.3603,1001,1480.019891
491.593361,1001,1489.661071
497.872291,1001,1499.361409
496.556532,1001,1509.068519
500.262425,1001,1518.643366
512.939921,1001,1528.145888
508.61545,1001,1537.669182
516.309942,1001,1547.194798
507.808053,1001,1556.66554
521.984385,1001,1566.163229
520.215822,1001,1575.659225
520.916012,1001,1585.113637
527.474681,1001,1594.517391
534.178847,1001,1603.964669
532.100113,1001,1613.548817
538.705282,1001,1623.028344
542.618811,1001,1632.564989
535.308068,1001,1642.049237
