#{"t_start": 1762886749.8600802, "env_id": "None"}
r,l,t
-1057.460513,1001,10.70289
-1062.938885,1001,21.538827
-1068.814464,1001,32.98117
-1061.179203,1001,44.674116
-1052.250232,1001,56.445609
-1054.084169,1001,68.192657
-1046.285675,1001,79.957561
-1048.514829,1001,92.774739
-1034.784132,1001,105.145141
-1030.583276,1001,117.532903
-1031.452541,1001,129.994485
-1010.831572,1001,142.404701
-980.525149,1001,154.728814
-939.037138,1001,167.047778
-916.10219,1001,178.375414
-928.549882,1001,188.776412
-905.216617,1001,200.884974
-913.31461,1001,213.33321
-914.414879,1001,224.318593
-917.062278,1001,235.025216
-897.352681,1001,245.526559
-876.24977,1001,256.034035
-899.656366,1001,266.617987
-866.639314,1001,277.118156
-883.040204,1001,287.531228
-829.535301,1001,298.081064
-872.014609,1001,308.578646
-804.478049,1001,319.051247
-793.266079,1001,329.511558
-783.798516,1001,339.928102
-716.531386,1001,350.389756
-738.997833,1001,360.823235
-756.224647,1001,370.899965
-705.923387,1001,380.631355
-782.508341,1001,390.377206
-678.381754,1001,400.052352
-658.453028,1001,409.767107
-719.673835,1001,419.484025
-619.285332,1001,429.253438
-596.662011,1001,438.963631
-597.456946,1001,448.708997
-610.471368,1001,458.422889
-566.576218,1001,468.18707
-487.932694,1001,477.940043
-487.765614,1001,486.342805
-504.419114,1001,495.966133
-489.639296,1001,505.599775
-455.570691,1001,515.269527
-439.601874,1001,524.903027
-429.110567,1001,534.477072
-385.326657,1001,544.104237
-340.926926,1001,553.709674
-371.506743,1001,563.3711
-376.367818,1001,572.985396
-337.748214,1001,582.596347
-267.2567,1001,592.160702
-299.854602,1001,601.722974
-371.469283,1001,611.307113
-161.220483,1001,620.795041
-252.05219,1001,630.43562
-187.287291,1001,639.974045
-203.742516,1001,649.516676
-237.007292,1001,659.021891
-217.299911,1001,668.560644
-148.894243,1001,678.101659
-40.84384,1001,687.60206
-112.657079,1001,697.114158
58.723801,1001,706.57093
24.138865,1001,716.031085
71.533603,1001,725.50835
-146.699175,1001,735.026869
69.759184,1001,744.514033
-303.389941,1001,754.032436
84.46263,1001,763.579118
160.957466,1001,773.054002
86.986559,1001,782.47687
176.286398,1001,791.897691
159.487483,1001,801.274333
202.807566,1001,810.672697
199.202131,1001,820.063154
180.744316,1001,829.46749
246.089886,1001,838.878594
157.755036,1001,848.264819
217.935603,1001,857.680007
258.292748,1001,867.064542
224.565152,1001,876.422109
266.475085,1001,885.87865
261.852423,1001,895.208443
283.617171,1001,904.601961
255.73989,1001,912.696227
259.768628,1001,922.057879
245.326521,1001,932.153217
259.137629,1001,941.824
298.90849,1001,951.482813
299.913608,1001,961.139796
330.241998,1001,970.807004
307.67903,1001,980.500235
317.482562,1001,990.147228
318.757874,1001,999.80419
329.678603,1001,1009.485275
318.937972,1001,1019.091745
287.095301,1001,1028.756824
352.429973,1001,1038.428272
361.018859,1001,1048.080755
343.023442,1001,1057.68501
376.343476,1001,1067.267439
378.359954,1001,1076.94001
375.929578,1001,1086.508532
380.437215,1001,1096.197967
374.334913,1001,1105.851055
370.707112,1001,1115.439196
180.391255,1001,1125.061284
364.184231,1001,1134.716381
359.165621,1001,1144.359569
396.108187,1001,1154.047768
411.721475,1001,1163.622239
388.287402,1001,1173.173701
366.993155,1001,1182.738105
418.656844,1001,1192.344292
414.842312,1001,1201.994458
428.529703,1001,1211.661968
415.006871,1001,1221.32955
440.919034,1001,1231.070492
402.003287,1001,1240.685935
423.647554,1001,1250.321027
431.654959,1001,1260.008178
439.795055,1001,1269.625918
424.048598,1001,1279.197359
417.383268,1001,1288.774331
437.399835,1001,1298.411154
450.00831,1001,1308.055539
414.28847,1001,1317.6814
447.783947,1001,1327.332069
439.709333,1001,1335.597504
460.937702,1001,1345.197163
458.428154,1001,1354.836472
452.911007,1001,1364.46929
451.919164,1001,1374.023612
461.787389,1001,1383.633118
449.779039,1001,1393.320552
473.737417,1001,1403.002815
474.442905,1001,1412.667854
456.641065,1001,1422.241791
471.048175,1001,1431.808933
477.279264,1001,1441.465231
487.726825,1001,1451.142453
487.500458,1001,1460.824309
485.924373,1001,1470.487364
486.038462,1001,1480.13764
495.826813,1001,1489.773747
474.494241,1001,1499.477018
508.81068,1001,1509.175677
503.250473,1001,1518.751064
500.379856,1001,1528.25307
521.722156,1001,1537.781613
520.408559,1001,1547.303596
517.424644,1001,1556.776345
517.197375,1001,1566.27793
515.153376,1001,1575.765631
524.403649,1001,1585.222486
528.073359,1001,1594.625176
519.556958,1001,1604.070363
534.888971,1001,1613.656333
136.545171,1001,1623.137224
536.552779,1001,1632.670345
540.260795,1001,1642.15887
