#{"t_start": 1762886749.928056, "env_id": "None"}
r,l,t
-1061.897227,1001,11.022338
-1059.041133,1001,21.893218
-1063.099918,1001,33.32498
-1051.261715,1001,45.039206
-1055.0656,1001,56.791051
-1041.157794,1001,68.541662
-1043.599911,1001,80.309003
-1032.060916,1001,93.136328
-1042.892507,1001,105.514382
-1032.864107,1001,117.897617
-1026.685787,1001,130.379278
-993.901594,1001,142.780204
-977.387102,1001,155.106153
-1010.616118,1001,167.516443
-928.193112,1001,178.715374
-976.089643,1001,189.126918
-929.408258,1001,201.264348
-925.30604,1001,213.667187
-898.139513,1001,224.6524
-896.958473,1001,235.351455
-886.999617,1001,245.856284
-914.952202,1001,256.385268
-875.115011,1001,266.95544
-849.720896,1001,277.447777
-853.759203,1001,287.856099
-853.884315,1001,298.421784
-816.313808,1001,308.908736
-805.625379,1001,319.377837
-792.711075,1001,329.846154
-768.21997,1001,340.257799
-720.761409,1001,350.720886
-766.445967,1001,361.17197
-760.586152,1001,371.215898
-720.105867,1001,380.94509
-676.638451,1001,390.691696
-631.694164,1001,400.365311
-712.733493,1001,410.081285
-660.719128,1001,419.797396
-699.647459,1001,429.569472
-552.714838,1001,439.277611
-551.046722,1001,449.031052
-573.025099,1001,458.752136
-682.547403,1001,468.49815
-614.71717,1001,478.254219
-543.84193,1001,486.657187
-528.051971,1001,496.279792
-493.810105,1001,505.913133
-470.006127,1001,515.581148
-464.773948,1001,525.217121
-414.549085,1001,534.790626
-425.778023,1001,544.417145
-393.430757,1001,554.028102
-427.64533,1001,563.685324
-386.007973,1001,573.298368
-311.408278,1001,582.90963
-379.150408,1001,592.473006
-350.129207,1001,602.034887
-326.650818,1001,611.6194
-328.502185,1001,621.106637
-105.599089,1001,630.751281
-213.65974,1001,640.285855
-214.109201,1001,649.829719
-166.786431,1001,659.335879
-158.21581,1001,668.872513
-95.256107,1001,678.415641
-36.052848,1001,687.917424
13.417179,1001,697.428715
9.829082,1001,706.88128
49.476832,1001,716.34235
3.475709,1001,725.819682
-162.512264,1001,735.339386
-22.890204,1001,744.82576
90.514433,1001,754.345314
111.370351,1001,763.892897
-167.697514,1001,773.367322
-38.106922,1001,782.791353
135.867235,1001,792.210845
53.704852,1001,801.585421
163.475816,1001,810.984894
194.356964,1001,820.376144
233.12085,1001,829.785787
217.555974,1001,839.192402
193.884044,1001,848.575759
228.704347,1001,857.996843
241.731195,1001,867.37864
213.989636,1001,876.738379
273.861336,1001,886.192588
276.182364,1001,895.522579
253.060778,1001,904.915559
312.425473,1001,913.010131
294.370543,1001,922.373373
298.895433,1001,932.483593
284.406481,1001,942.144458
272.264663,1001,951.803944
241.227075,1001,961.46249
278.368427,1001,971.13174
327.106458,1001,980.821554
312.276886,1001,990.470022
347.465654,1001,1000.127239
345.890606,1001,1009.8101
305.117782,1001,1019.410104
327.923946,1001,1029.081537
336.787564,1001,1038.750546
320.604403,1001,1048.401799
347.078075,1001,1058.006404
369.759876,1001,1067.587914
350.909958,1001,1077.259612
346.718893,1001,1086.834431
379.358838,1001,1096.520685
340.55846,1001,1106.171476
368.503262,1001,1115.757859
351.054956,1001,1125.383107
397.842719,1001,1135.039458
413.527808,1001,1144.677548
410.132847,1001,1154.367489
399.144593,1001,1163.942273
386.534708,1001,1173.492858
419.455768,1001,1183.067699
414.6254,1001,1192.663513
413.359016,1001,1202.325174
437.06508,1001,1211.981674
425.341702,1001,1221.647818
453.679327,1001,1231.400087
407.113902,1001,1241.011065
435.86701,1001,1250.645503
435.84596,1001,1260.329016
433.904151,1001,1269.955487
429.154832,1001,1279.517694
435.823534,1001,1289.093986
428.262098,1001,1298.74428
424.326638,1001,1308.378675
424.304911,1001,1318.005487
425.992114,1001,1327.651029
450.500344,1001,1335.91551
457.160087,1001,1345.516621
458.321187,1001,1355.155557
463.973056,1001,1364.788106
456.748866,1001,1374.343324
447.834797,1001,1383.954893
461.883396,1001,1393.645241
454.699023,1001,1403.324377
478.176601,1001,1412.996904
469.679639,1001,1422.55751
490.630987,1001,1432.127398
465.676425,1001,1441.783918
485.367284,1001,1451.460879
468.361038,1001,1461.146962
488.874005,1001,1470.808148
489.129887,1001,1480.475902
491.818772,1001,1490.107692
493.538673,1001,1499.816675
488.733568,1001,1509.500049
502.443809,1001,1519.071056
506.244057,1001,1528.573577
511.355534,1001,1538.101679
517.429073,1001,1547.621351
515.302757,1001,1557.100382
517.254156,1001,1566.616813
519.346295,1001,1576.084736
527.410528,1001,1585.544028
527.788942,1001,1594.941785
533.75985,1001,1604.391521
529.704114,1001,1613.971163
537.948613,1001,1623.460804
540.59703,1001,1632.991713
538.417979,1001,1642.476339
